C/A,UNIT,SCP,DATEn,TIMEn,DESCn,ENTRIESn,EXITSn
A037,R170,05-00-01,05-30-11,21:00:00,REGULAR,001704789,000953067
A037,R170,05-00-01,05-31-11,01:00:00,REGULAR,001705273,000953244
A037,R170,05-00-01,05-31-11,05:00:00,REGULAR,001705330,000953263
A037,R170,05-00-01,05-31-11,09:00:00,REGULAR,001705440,000953703
A037,R170,05-00-01,05-31-11,13:00:00,REGULAR,001705859,000954395
A037,R170,05-00-01,05-31-11,17:00:00,REGULAR,001706989,000955030
A037,R170,05-00-01,05-31-11,21:00:00,REGULAR,001708493,000955469              
A037,R170,05-00-01,06-01-11,01:00:00,REGULAR,001709197,000955585
A037,R170,05-00-01,06-01-11,05:00:00,REGULAR,001709231,000955618
A037,R170,05-00-01,06-01-11,09:00:00,REGULAR,001709342,000956086
A037,R170,05-00-01,06-01-11,13:00:00,REGULAR,001709792,000956850
A037,R170,05-00-01,06-01-11,17:00:00,REGULAR,001710999,000957465
A037,R170,05-00-01,06-01-11,21:00:00,REGULAR,001712625,000957976
A037,R170,05-00-01,06-02-11,01:00:00,REGULAR,001713430,000958148
A037,R170,05-00-01,06-02-11,05:00:00,REGULAR,001713474,000958174              
A037,R170,05-00-01,06-02-11,09:00:00,REGULAR,001713581,000958606
A037,R170,05-00-01,06-02-11,13:00:00,REGULAR,001714025,000959424
A037,R170,05-00-01,06-02-11,17:00:00,REGULAR,001715277,000960022
A037,R170,05-00-01,06-02-11,21:00:00,REGULAR,001717135,000960585
A037,R170,05-00-01,06-03-11,01:00:00,REGULAR,001717971,000960788
A037,R170,05-00-01,06-03-11,05:00:00,REGULAR,001718053,000960824
A037,R170,05-00-01,06-03-11,09:00:00,REGULAR,001718174,000961254
A037,R170,05-00-01,06-03-11,13:00:00,REGULAR,001718649,000962002              
A037,R170,05-00-01,06-03-11,17:00:00,REGULAR,001719943,000962597
A037,R170,05-00-01,06-03-11,21:00:00,REGULAR,001721667,000963072                                                                                                                                                                                                                                                                                                  
A037,R170,05-00-02,05-28-11,01:00:00,REGULAR,011205763,003909781
A037,R170,05-00-02,05-28-11,05:00:00,REGULAR,011205948,003909808
A037,R170,05-00-02,05-28-11,09:00:00,REGULAR,011205997,003909897
A037,R170,05-00-02,05-28-11,13:00:00,REGULAR,011206398,003910140
A037,R170,05-00-02,05-28-11,17:00:00,REGULAR,011207359,003910411
A037,R170,05-00-02,05-28-11,21:00:00,REGULAR,011208595,003910612
A037,R170,05-00-02,05-29-11,01:00:00,REGULAR,011209309,003910699
A037,R170,05-00-02,05-29-11,05:00:00,REGULAR,011209465,003910721              
A037,R170,05-00-02,05-29-11,09:00:00,REGULAR,011209499,003910787
A037,R170,05-00-02,05-29-11,13:00:00,REGULAR,011209816,003911009
A037,R170,05-00-02,05-29-11,17:00:00,REGULAR,011210705,003911257
A037,R170,05-00-02,05-29-11,21:00:00,REGULAR,011211700,003911443
A037,R170,05-00-02,05-30-11,01:00:00,REGULAR,011212202,003911518
A037,R170,05-00-02,05-30-11,05:00:00,REGULAR,011212220,003911534
A037,R170,05-00-02,05-30-11,09:00:00,REGULAR,011212266,003911650
A037,R170,05-00-02,05-30-11,13:00:00,REGULAR,011212561,003911927              
A037,R170,05-00-02,05-30-11,17:00:00,REGULAR,011213474,003912207
A037,R170,05-00-02,05-30-11,21:00:00,REGULAR,011214555,003912396
A037,R170,05-00-02,05-31-11,01:00:00,REGULAR,011215108,003912482
A037,R170,05-00-02,05-31-11,05:00:00,REGULAR,011215172,003912499
A037,R170,05-00-02,05-31-11,09:00:00,REGULAR,011215382,003912765
A037,R170,05-00-02,05-31-11,13:00:00,REGULAR,011215892,003913234
A037,R170,05-00-02,05-31-11,17:00:00,REGULAR,011217121,003913520
A037,R170,05-00-02,05-31-11,21:00:00,REGULAR,011219041,003913752              
A037,R170,05-00-02,06-01-11,01:00:00,REGULAR,011219722,003913810
A037,R170,05-00-02,06-01-11,05:00:00,REGULAR,011219772,003913830
A037,R170,05-00-02,06-01-11,09:00:00,REGULAR,011219971,003914146
A037,R170,05-00-02,06-01-11,13:00:00,REGULAR,011220581,003914573
A037,R170,05-00-02,06-01-11,17:00:00,REGULAR,011221854,003914848
A037,R170,05-00-02,06-01-11,21:00:00,REGULAR,011223652,003915066
A037,R170,05-00-02,06-02-11,01:00:00,REGULAR,011224386,003915137
A037,R170,05-00-02,06-02-11,05:00:00,REGULAR,011224450,003915153              
A037,R170,05-00-02,06-02-11,09:00:00,REGULAR,011224647,003915455
A037,R170,05-00-02,06-02-11,11:39:42,DOOR,011224972,003915791
A037,R170,05-00-02,06-02-11,13:00:00,OPEN,011225232,003915895
A037,R170,05-00-02,06-02-11,17:00:00,REGULAR,011226536,003916122
A037,R170,05-00-02,06-02-11,21:00:00,REGULAR,011228396,003916414
A037,R170,05-00-02,06-03-11,01:00:00,REGULAR,011229222,003916506
A037,R170,05-00-02,06-03-11,05:00:00,REGULAR,011229325,003916522
A037,R170,05-00-02,06-03-11,09:00:00,REGULAR,011229527,003916810                    
A037,R170,05-00-02,06-03-11,13:00:00,REGULAR,011230137,003917255
A037,R170,05-00-02,06-03-11,17:00:00,REGULAR,011231516,003917534
A037,R170,05-00-02,06-03-11,21:00:00,REGULAR,011233426,003917815                                                                                                                                                                                                                                                    
A037,R170,05-00-03,05-28-11,01:00:00,REGULAR,014170936,003008414
A037,R170,05-00-03,05-28-11,05:00:00,REGULAR,014171073,003008424
A037,R170,05-00-03,05-28-11,09:00:00,REGULAR,014171118,003008452
A037,R170,05-00-03,05-28-11,13:00:00,REGULAR,014171453,003008533
A037,R170,05-00-03,05-28-11,17:00:00,REGULAR,014172308,003008657
A037,R170,05-00-03,05-28-11,21:00:00,REGULAR,014173293,003008726
A037,R170,05-00-03,05-29-11,01:00:00,REGULAR,014173878,003008781
A037,R170,05-00-03,05-29-11,05:00:00,REGULAR,014173995,003008788              
A037,R170,05-00-03,05-29-11,09:00:00,REGULAR,014174032,003008800
A037,R170,05-00-03,05-29-11,13:00:00,REGULAR,014174270,003008859
A037,R170,05-00-03,05-29-11,17:00:00,REGULAR,014175062,003008973
A037,R170,05-00-03,05-29-11,21:00:00,REGULAR,014175924,003009041
A037,R170,05-00-03,05-30-11,01:00:00,REGULAR,014176374,003009068
A037,R170,05-00-03,05-30-11,05:00:00,REGULAR,014176401,003009072
A037,R170,05-00-03,05-30-11,09:00:00,REGULAR,014176432,003009077
A037,R170,05-00-03,05-30-11,13:00:00,REGULAR,014176668,003009135              
A037,R170,05-00-03,05-30-11,17:00:00,REGULAR,014177534,003009222
A037,R170,05-00-03,05-30-11,21:00:00,REGULAR,014178439,003009301
A037,R170,05-00-03,05-31-11,01:00:00,REGULAR,014178925,003009333
A037,R170,05-00-03,05-31-11,05:00:00,REGULAR,014178968,003009338
A037,R170,05-00-03,05-31-11,09:00:00,REGULAR,014179156,003009400
A037,R170,05-00-03,05-31-11,13:00:00,REGULAR,014179717,003009538
A037,R170,05-00-03,05-31-11,17:00:00,REGULAR,014180824,003009636
A037,R170,05-00-03,05-31-11,21:00:00,REGULAR,014182440,003009720              
A037,R170,05-00-03,06-01-11,01:00:00,REGULAR,014183020,003009763
A037,R170,05-00-03,06-01-11,05:00:00,REGULAR,014183062,003009769
A037,R170,05-00-03,06-01-11,09:00:00,REGULAR,014183276,003009848
A037,R170,05-00-03,06-01-11,13:00:00,REGULAR,014183840,003009988
A037,R170,05-00-03,06-01-11,17:00:00,REGULAR,014184891,003010083
A037,R170,05-00-03,06-01-11,21:00:00,REGULAR,014186444,003010177
A037,R170,05-00-03,06-02-11,01:00:00,REGULAR,014187053,003010205
A037,R170,05-00-03,06-02-11,05:00:00,REGULAR,014187089,003010208              
A037,R170,05-00-03,06-02-11,09:00:00,REGULAR,014187279,003010282
A037,R170,05-00-03,06-02-11,13:00:00,REGULAR,014187834,003010380
A037,R170,05-00-03,06-02-11,17:00:00,REGULAR,014189009,003010467
A037,R170,05-00-03,06-02-11,21:00:00,REGULAR,014190667,003010590
A037,R170,05-00-03,06-03-11,01:00:00,REGULAR,014191374,003010632
A037,R170,05-00-03,06-03-11,05:00:00,REGULAR,014191454,003010640
A037,R170,05-00-03,06-03-11,09:00:00,REGULAR,014191620,003010708
A037,R170,05-00-03,06-03-11,13:00:00,REGULAR,014192209,003010850              
A037,R170,05-00-03,06-03-11,17:00:00,REGULAR,014193394,003010955
A037,R170,05-00-03,06-03-11,21:00:00,REGULAR,014194992,003011055                                                                                                                                                                                                                                                                                                  
A038,R085,00-00-00,05-28-11,00:00:00,REGULAR,001955331,001511141
A038,R085,00-00-00,05-28-11,04:00:00,REGULAR,001955450,001511173
A038,R085,00-00-00,05-28-11,04:00:00,RECOVR,001955450,001511173
A038,R085,00-00-00,05-28-11,08:00:00,AUD,001955450,001511196
A038,R085,00-00-00,05-28-11,12:00:00,REGULAR,001955450,001511351
A038,R085,00-00-00,05-28-11,13:56:39,REGULAR,001955450,001511487
A038,R085,00-00-00,05-28-11,13:57:17,DOOR,001955450,001511487
A038,R085,00-00-00,05-28-11,16:00:00,OPEN,001955580,001511647                         
A038,R085,00-00-00,05-28-11,20:00:00,REGULAR,001955917,001511987
A038,R085,00-00-00,05-29-11,00:00:00,REGULAR,001956213,001512116
A038,R085,00-00-00,05-29-11,04:00:00,REGULAR,001956303,001512130
A038,R085,00-00-00,05-29-11,04:00:00,RECOVR,001956303,001512130
A038,R085,00-00-00,05-29-11,08:00:00,AUD,001956321,001512144
A038,R085,00-00-00,05-29-11,12:00:00,REGULAR,001956400,001512274
A038,R085,00-00-00,05-29-11,16:00:00,REGULAR,001956609,001512543
A038,R085,00-00-00,05-29-11,20:00:00,REGULAR,001956842,001512806                   
A038,R085,00-00-00,05-30-11,00:00:00,REGULAR,001957057,001512918
A038,R085,00-00-00,05-30-11,04:00:00,REGULAR,001957126,001512938
A038,R085,00-00-00,05-30-11,04:00:00,RECOVR,001957126,001512938
A038,R085,00-00-00,05-30-11,08:00:00,AUD,001957146,001512956
A038,R085,00-00-00,05-30-11,12:00:00,REGULAR,001957205,001513089
A038,R085,00-00-00,05-30-11,16:00:00,REGULAR,001957384,001513296
A038,R085,00-00-00,05-30-11,20:00:00,REGULAR,001957600,001513544
A038,R085,00-00-00,05-31-11,00:00:00,REGULAR,001957771,001513650                   
A038,R085,00-00-00,05-31-11,04:00:00,REGULAR,001957797,001513662
A038,R085,00-00-00,05-31-11,04:00:00,RECOVR,001957797,001513662
A038,R085,00-00-00,05-31-11,08:00:00,AUD,001957863,001513739
A038,R085,00-00-00,05-31-11,12:00:00,REGULAR,001958230,001514240
A038,R085,00-00-00,05-31-11,16:00:00,REGULAR,001958562,001514673
A038,R085,00-00-00,05-31-11,20:00:00,REGULAR,001959013,001515130
A038,R085,00-00-00,06-01-11,00:00:00,REGULAR,001959271,001515238
A038,R085,00-00-00,06-01-11,04:00:00,REGULAR,001959310,001515244                   
A038,R085,00-00-00,06-01-11,08:00:00,REGULAR,001959369,001515329
A038,R085,00-00-00,06-01-11,12:00:00,REGULAR,001959728,001515608
A038,R085,00-00-00,06-01-11,16:00:00,REGULAR,001959986,001515914
A038,R085,00-00-00,06-01-11,20:00:00,REGULAR,001960453,001516348
A038,R085,00-00-00,06-02-11,00:00:00,REGULAR,001960725,001516456
A038,R085,00-00-00,06-02-11,04:00:00,REGULAR,001960758,001516469
A038,R085,00-00-00,06-02-11,04:00:00,RECOVR,001960758,001516469
A038,R085,00-00-00,06-02-11,08:00:00,AUD,001960821,001516535                   
A038,R085,00-00-00,06-02-11,12:00:00,REGULAR,001961160,001516897
A038,R085,00-00-00,06-02-11,16:00:00,REGULAR,001961421,001517189
A038,R085,00-00-00,06-02-11,20:00:00,REGULAR,001961931,001517616
A038,R085,00-00-00,06-03-11,00:00:00,REGULAR,001962256,001517731
A038,R085,00-00-00,06-03-11,04:00:00,REGULAR,001962314,001517747
A038,R085,00-00-00,06-03-11,04:00:00,RECOVR,001962314,001517747
A038,R085,00-00-00,06-03-11,08:00:00,AUD,001962364,001517810
A038,R085,00-00-00,06-03-11,12:00:00,REGULAR,001962699,001518153                   
A038,R085,00-00-00,06-03-11,16:00:00,REGULAR,001962985,001518496
A038,R085,00-00-00,06-03-11,20:00:00,REGULAR,001963489,001519014                                                                                                                                                                                                                                                                                                  
A038,R085,00-00-01,05-28-11,00:00:00,REGULAR,000371043,000109894
A038,R085,00-00-01,05-28-11,04:00:00,REGULAR,000371211,000109918
A038,R085,00-00-01,05-28-11,04:00:00,RECOVR,000371211,000109918
A038,R085,00-00-01,05-28-11,08:00:00,AUD,000371282,000109931
A038,R085,00-00-01,05-28-11,12:00:00,REGULAR,000371497,000109990
A038,R085,00-00-01,05-28-11,16:00:00,REGULAR,000371931,000110160
A038,R085,00-00-01,05-28-11,20:00:00,REGULAR,000372342,000110401
A038,R085,00-00-01,05-29-11,00:00:00,REGULAR,000372738,000110518                   
A038,R085,00-00-01,05-29-11,04:00:00,REGULAR,000372870,000110532
A038,R085,00-00-01,05-29-11,04:00:00,RECOVR,000372870,000110532
A038,R085,00-00-01,05-29-11,08:00:00,AUD,000372903,000110542
A038,R085,00-00-01,05-29-11,12:00:00,REGULAR,000373021,000110607
A038,R085,00-00-01,05-29-11,16:00:00,REGULAR,000373279,000110783
A038,R085,00-00-01,05-29-11,20:00:00,REGULAR,000373618,000110946
A038,R085,00-00-01,05-30-11,00:00:00,REGULAR,000373947,000111018
A038,R085,00-00-01,05-30-11,04:00:00,REGULAR,000374053,000111036                   
A038,R085,00-00-01,05-30-11,04:00:00,RECOVR,000374053,000111036
A038,R085,00-00-01,05-30-11,08:00:00,AUD,000374074,000111045
A038,R085,00-00-01,05-30-11,12:00:00,REGULAR,000374181,000111102
A038,R085,00-00-01,05-30-11,16:00:00,REGULAR,000374429,000111242
A038,R085,00-00-01,05-30-11,20:00:00,REGULAR,000374716,000111411
A038,R085,00-00-01,05-31-11,00:00:00,REGULAR,000374987,000111468
A038,R085,00-00-01,05-31-11,04:00:00,REGULAR,000375034,000111471
A038,R085,00-00-01,05-31-11,04:00:00,REGULAR,000375034,000111471                   
A038,R085,00-00-01,05-31-11,08:00:00,REGULAR,000375129,000111495
A038,R085,00-00-01,05-31-11,12:00:00,REGULAR,000375624,000111695
A038,R085,00-00-01,05-31-11,16:00:00,REGULAR,000376064,000111932
A038,R085,00-00-01,05-31-11,20:00:00,REGULAR,000376735,000112131
A038,R085,00-00-01,06-01-11,00:00:00,REGULAR,000377115,000112186
A038,R085,00-00-01,06-01-11,04:00:00,REGULAR,000377167,000112192
A038,R085,00-00-01,06-01-11,08:00:00,REGULAR,000377269,000112217
A038,R085,00-00-01,06-01-11,12:00:00,REGULAR,000377742,000112367              
A038,R085,00-00-01,06-01-11,16:00:00,REGULAR,000378142,000112501
A038,R085,00-00-01,06-01-11,20:00:00,REGULAR,000378787,000112752
A038,R085,00-00-01,06-02-11,00:00:00,REGULAR,000379162,000112829
A038,R085,00-00-01,06-02-11,04:00:00,REGULAR,000379225,000112840
A038,R085,00-00-01,06-02-11,04:00:00,RECOVR,000379225,000112840
A038,R085,00-00-01,06-02-11,08:00:00,AUD,000379318,000112868
A038,R085,00-00-01,06-02-11,12:00:00,REGULAR,000379806,000113005
A038,R085,00-00-01,06-02-11,16:00:00,REGULAR,000380204,000113155                   
A038,R085,00-00-01,06-02-11,20:00:00,REGULAR,000380907,000113338
A038,R085,00-00-01,06-03-11,00:00:00,REGULAR,000381365,000113412
A038,R085,00-00-01,06-03-11,04:00:00,REGULAR,000381442,000113427
A038,R085,00-00-01,06-03-11,04:00:00,RECOVR,000381442,000113427
A038,R085,00-00-01,06-03-11,08:00:00,AUD,000381532,000113449
A038,R085,00-00-01,06-03-11,12:00:00,REGULAR,000382003,000113536
A038,R085,00-00-01,06-03-11,16:00:00,REGULAR,000382409,000113723
A038,R085,00-00-01,06-03-11,20:00:00,REGULAR,000382994,000113971                   
A038,R085,00-00-02,05-28-11,00:00:00,REGULAR,007753669,000904553
A038,R085,00-00-02,05-28-11,04:00:00,REGULAR,007753859,000904561
A038,R085,00-00-02,05-28-11,04:00:00,RECOVR,007753859,000904561
A038,R085,00-00-02,05-28-11,08:00:00,AUD,007753925,000904574
A038,R085,00-00-02,05-28-11,12:00:00,REGULAR,007754137,000904608
A038,R085,00-00-02,05-28-11,16:00:00,REGULAR,007754498,000904679
A038,R085,00-00-02,05-28-11,20:00:00,REGULAR,007754954,000904760
A038,R085,00-00-02,05-29-11,00:00:00,REGULAR,007755367,000904790                   
A038,R085,00-00-02,05-29-11,04:00:00,REGULAR,007755516,000904801
A038,R085,00-00-02,05-29-11,04:00:00,RECOVR,007755516,000904801
A038,R085,00-00-02,05-29-11,08:00:00,AUD,007755556,000904806
A038,R085,00-00-02,05-29-11,12:00:00,REGULAR,007755680,000904829
A038,R085,00-00-02,05-29-11,16:00:00,REGULAR,007755957,000904875
A038,R085,00-00-02,05-29-11,20:00:00,REGULAR,007756318,000904945
A038,R085,00-00-02,05-30-11,00:00:00,REGULAR,007756675,000904978
A038,R085,00-00-02,05-30-11,04:00:00,REGULAR,007756788,000904983                   
A038,R085,00-00-02,05-30-11,04:00:00,RECOVR,007756788,000904983
A038,R085,00-00-02,05-30-11,08:00:00,AUD,007756824,000904984
A038,R085,00-00-02,05-30-11,12:00:00,REGULAR,007756934,000905001
A038,R085,00-00-02,05-30-11,16:00:00,REGULAR,007757198,000905059
A038,R085,00-00-02,05-30-11,20:00:00,REGULAR,007757534,000905115
A038,R085,00-00-02,05-31-11,00:00:00,REGULAR,007757793,000905153
A038,R085,00-00-02,05-31-11,04:00:00,REGULAR,007757840,000905158
A038,R085,00-00-02,05-31-11,04:00:00,REGULAR,007757840,000905158                   
A038,R085,00-00-02,05-31-11,08:00:00,REGULAR,007757940,000905170
A038,R085,00-00-02,05-31-11,12:00:00,REGULAR,007758419,000905231
A038,R085,00-00-02,05-31-11,16:00:00,REGULAR,007758897,000905311
A038,R085,00-00-02,05-31-11,20:00:00,REGULAR,007759570,000905424
A038,R085,00-00-02,06-01-11,00:00:00,REGULAR,007759948,000905446
A038,R085,00-00-02,06-01-11,04:00:00,REGULAR,007760001,000905450
A038,R085,00-00-02,06-01-11,04:00:00,RECOVR,007760001,000905450
A038,R085,00-00-02,06-01-11,08:00:00,AUD,007760106,000905463                   
A038,R085,00-00-02,06-01-11,12:00:00,REGULAR,007760570,000905519
A038,R085,00-00-02,06-01-11,16:00:00,REGULAR,007760984,000905553
A038,R085,00-00-02,06-01-11,20:00:00,REGULAR,007761664,000905623
A038,R085,00-00-02,06-02-11,00:00:00,REGULAR,007762062,000905644
A038,R085,00-00-02,06-02-11,04:00:00,REGULAR,007762127,000905650
A038,R085,00-00-02,06-02-11,04:00:00,RECOVR,007762127,000905650
A038,R085,00-00-02,06-02-11,08:00:00,AUD,007762213,000905666
A038,R085,00-00-02,06-02-11,12:00:00,REGULAR,007762689,000905727                   
A038,R085,00-00-02,06-02-11,16:00:00,REGULAR,007763053,000905790
A038,R085,00-00-02,06-02-11,20:00:00,REGULAR,007763814,000905861
A038,R085,00-00-02,06-03-11,00:00:00,REGULAR,007764258,000905896
A038,R085,00-00-02,06-03-11,04:00:00,REGULAR,007764314,000905902
A038,R085,00-00-02,06-03-11,04:00:00,RECOVR,007764314,000905902
A038,R085,00-00-02,06-03-11,08:00:00,AUD,007764406,000905914
A038,R085,00-00-02,06-03-11,12:00:00,REGULAR,007764864,000905961
A038,R085,00-00-02,06-03-11,16:00:00,REGULAR,007765317,000906042                   
A038,R085,00-00-02,06-03-11,20:00:00,REGULAR,007766001,000906152                                                                                                                                                                                                                                                                                                                                                
A038,R085,00-00-03,05-28-11,00:00:00,REGULAR,006193537,000910570
A038,R085,00-00-03,05-28-11,12:00:00,RECOVR,000000000,000000048
A038,R085,00-00-03,05-28-11,12:17:54,AUD,000000000,000000050
A038,R085,00-00-03,05-28-11,12:18:09,DOOR,000000000,000000050
A038,R085,00-00-03,05-28-11,16:00:00,OPEN,000000301,000000134
A038,R085,00-00-03,05-28-11,20:00:00,DOOR,000000791,000000234
A038,R085,00-00-03,05-29-11,00:00:00,OPEN,000001161,000000285
A038,R085,00-00-03,05-29-11,04:00:00,REGULAR,000001271,000000295                               
A038,R085,00-00-03,05-29-11,04:00:00,RECOVR,000001271,000000295
A038,R085,00-00-03,05-29-11,08:00:00,AUD,000001291,000000303
A038,R085,00-00-03,05-29-11,12:00:00,REGULAR,000001393,000000332
A038,R085,00-00-03,05-29-11,16:00:00,REGULAR,000001651,000000424
A038,R085,00-00-03,05-29-11,20:00:00,REGULAR,000001996,000000497
A038,R085,00-00-03,05-30-11,00:00:00,REGULAR,000002290,000000547
A038,R085,00-00-03,05-30-11,04:00:00,REGULAR,000002379,000000555
A038,R085,00-00-03,05-30-11,04:00:00,REGULAR,000002379,000000555                   
A038,R085,00-00-03,05-30-11,08:00:00,REGULAR,000002406,000000560
A038,R085,00-00-03,05-30-11,12:00:00,REGULAR,000002491,000000583
A038,R085,00-00-03,05-30-11,16:00:00,REGULAR,000002756,000000627
A038,R085,00-00-03,05-30-11,20:00:00,REGULAR,000003063,000000698
A038,R085,00-00-03,05-31-11,00:00:00,REGULAR,000003292,000000725
A038,R085,00-00-03,05-31-11,04:00:00,REGULAR,000003331,000000729
A038,R085,00-00-03,05-31-11,04:00:00,RECOVR,000003331,000000729
A038,R085,00-00-03,05-31-11,08:00:00,AUD,000003405,000000757                   
A038,R085,00-00-03,05-31-11,12:00:00,REGULAR,000003818,000000863
A038,R085,00-00-03,05-31-11,16:00:00,REGULAR,000004229,000000949
A038,R085,00-00-03,05-31-11,20:00:00,REGULAR,000004863,000001065
A038,R085,00-00-03,06-01-11,00:00:00,REGULAR,000005176,000001095
A038,R085,00-00-03,06-01-11,04:00:00,REGULAR,000005228,000001101
A038,R085,00-00-03,06-01-11,04:00:00,RECOVR,000005228,000001101
A038,R085,00-00-03,06-01-11,08:00:00,AUD,000005306,000001127
A038,R085,00-00-03,06-01-11,12:00:00,REGULAR,000005791,000001209                   
A038,R085,00-00-03,06-01-11,16:00:00,REGULAR,000006152,000001290
A038,R085,00-00-03,06-01-11,20:00:00,REGULAR,000006810,000001401
A038,R085,00-00-03,06-02-11,00:00:00,REGULAR,000007144,000001430
A038,R085,00-00-03,06-02-11,04:00:00,REGULAR,000007197,000001432
A038,R085,00-00-03,06-02-11,04:00:00,RECOVR,000007197,000001432
A038,R085,00-00-03,06-02-11,08:00:00,AUD,000007285,000001447
A038,R085,00-00-03,06-02-11,12:00:00,REGULAR,000007762,000001531
A038,R085,00-00-03,06-02-11,16:00:00,REGULAR,000008117,000001622                   
A038,R085,00-00-03,06-02-11,20:00:00,REGULAR,000008769,000001738
A038,R085,00-00-03,06-03-11,00:00:00,REGULAR,000009174,000001778
A038,R085,00-00-03,06-03-11,04:00:00,REGULAR,000009240,000001784
A038,R085,00-00-03,06-03-11,04:00:00,RECOVR,000009240,000001784
A038,R085,00-00-03,06-03-11,08:00:00,AUD,000009309,000001808
A038,R085,00-00-03,06-03-11,12:00:00,REGULAR,000009725,000001906
A038,R085,00-00-03,06-03-11,16:00:00,REGULAR,000010140,000001996
A038,R085,00-00-03,06-03-11,20:00:00,REGULAR,000010741,000002147                   
A038,R085,00-00-04,05-28-11,00:00:00,REGULAR,002296184,001255833
A038,R085,00-00-04,05-28-11,04:00:00,REGULAR,002296270,001255849
A038,R085,00-00-04,05-28-11,08:00:00,REGULAR,002296297,001255877
A038,R085,00-00-04,05-28-11,12:00:00,REGULAR,002296407,001255991
A038,R085,00-00-04,05-28-11,16:00:00,REGULAR,002296626,001256168
A038,R085,00-00-04,05-28-11,20:00:00,REGULAR,002296946,001256320
A038,R085,00-00-04,05-29-11,00:00:00,REGULAR,002297174,001256408
A038,R085,00-00-04,05-29-11,04:00:00,REGULAR,002297221,001256423              
A038,R085,00-00-04,05-29-11,04:00:00,RECOVR,002297221,001256423
A038,R085,00-00-04,05-29-11,08:00:00,AUD,002297233,001256443
A038,R085,00-00-04,05-29-11,12:00:00,REGULAR,002297298,001256529
A038,R085,00-00-04,05-29-11,16:00:00,REGULAR,002297460,001256660
A038,R085,00-00-04,05-29-11,20:00:00,REGULAR,002297681,001256801
A038,R085,00-00-04,05-30-11,00:00:00,REGULAR,002297851,001256861
A038,R085,00-00-04,05-30-11,04:00:00,REGULAR,002297900,001256866
A038,R085,00-00-04,05-30-11,04:00:00,REGULAR,002297900,001256866                   
A038,R085,00-00-04,05-30-11,08:00:00,REGULAR,002297914,001256878
A038,R085,00-00-04,05-30-11,12:00:00,REGULAR,002297968,001256936
A038,R085,00-00-04,05-30-11,16:00:00,REGULAR,002298129,001257036
A038,R085,00-00-04,05-30-11,20:00:00,REGULAR,002298347,001257188
A038,R085,00-00-04,05-31-11,00:00:00,REGULAR,002298493,001257245
A038,R085,00-00-04,05-31-11,04:00:00,REGULAR,002298512,001257256
A038,R085,00-00-04,05-31-11,04:00:00,RECOVR,002298512,001257256
A038,R085,00-00-04,05-31-11,08:00:00,AUD,002298550,001257325                   
A038,R085,00-00-04,05-31-11,12:00:00,REGULAR,002298886,001257584
A038,R085,00-00-04,05-31-11,16:00:00,REGULAR,002299164,001257753
A038,R085,00-00-04,05-31-11,20:00:00,REGULAR,002299588,001258015
A038,R085,00-00-04,06-01-11,00:00:00,REGULAR,002299804,001258080
A038,R085,00-00-04,06-01-11,04:00:00,REGULAR,002299836,001258086
A038,R085,00-00-04,06-01-11,04:00:00,RECOVR,002299836,001258086
A038,R085,00-00-04,06-01-11,08:00:00,AUD,002299884,001258158
A038,R085,00-00-04,06-01-11,12:00:00,REGULAR,002300175,001258427                   
A038,R085,00-00-04,06-01-11,16:00:00,REGULAR,002300385,001258608
A038,R085,00-00-04,06-01-11,20:00:00,REGULAR,002300789,001258903
A038,R085,00-00-04,06-02-11,00:00:00,REGULAR,002300997,001258966
A038,R085,00-00-04,06-02-11,04:00:00,REGULAR,002301015,001258970
A038,R085,00-00-04,06-02-11,04:00:00,RECOVR,002301015,001258970
A038,R085,00-00-04,06-02-11,08:00:00,AUD,002301054,001259041
A038,R085,00-00-04,06-02-11,12:00:00,REGULAR,002301328,001259325
A038,R085,00-00-04,06-02-11,16:00:00,REGULAR,002301546,001259501                   
A038,R085,00-00-04,06-02-11,20:00:00,REGULAR,002302003,001259787
A038,R085,00-00-04,06-03-11,00:00:00,REGULAR,002302274,001259850
A038,R085,00-00-04,06-03-11,04:00:00,REGULAR,002302316,001259866
A038,R085,00-00-04,06-03-11,04:00:00,RECOVR,002302316,001259866
A038,R085,00-00-04,06-03-11,08:00:00,AUD,002302352,001259917
A038,R085,00-00-04,06-03-11,12:00:00,REGULAR,002302583,001260140
A038,R085,00-00-04,06-03-11,16:00:00,REGULAR,002302876,001260304
A038,R085,00-00-04,06-03-11,20:00:00,REGULAR,002303290,001260635                   
A038,R085,00-06-00,05-28-11,00:00:00,REGULAR,000429380,000041113
A038,R085,00-06-00,05-28-11,04:00:00,REGULAR,000429536,000041134
A038,R085,00-06-00,05-28-11,08:00:00,REGULAR,000429577,000041149
A038,R085,00-06-00,05-28-11,12:00:00,REGULAR,000429709,000041253
A038,R085,00-06-00,05-28-11,16:00:00,REGULAR,000430169,000041403
A038,R085,00-06-00,05-28-11,20:00:00,REGULAR,000430988,000041521
A038,R085,00-06-00,05-29-11,00:00:00,REGULAR,000431511,000041586
A038,R085,00-06-00,05-29-11,04:00:00,REGULAR,000431654,000041610              
A038,R085,00-06-00,05-29-11,04:00:00,RECOVR,000431654,000041610
A038,R085,00-06-00,05-29-11,08:00:00,AUD,000431683,000041622
A038,R085,00-06-00,05-29-11,12:00:00,REGULAR,000431775,000041670
